"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","판매점영업면적","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"4229","씨유 상암KGIT점","서울특별시 마포구 상암동 1653번지 DMC이안상암2단지 101호","서울특별시 마포구 월드컵북로 361 101호 (상암동 DMC이안상암2단지)","20160906","운영중","","","","","","","52.9","","190407.24166800000  ","453067.88867100000  ","영업중"
"4230","씨유 당산사랑점","","서울특별시 영등포구 당산로18길 19 (당산동1가)","20160907","운영중","","","","","","","","","191003.64777100000  ","447051.48006100000  ","영업중"
"4231","씨유용산후암점","","서울특별시 용산구 두텁바위로 75 1층 101호 (후암동)","20160905","운영중","","","","","","","74.43","","198277.11040200000  ","449659.45159300000  ","영업중"
"4232","지에스25은평진관","서울특별시 은평구 진관동 14번지 은평뉴타운상림마을801동상가 101호","서울특별시 은평구 진관4로 37 801동 상가101호 (진관동 은평뉴타운상림마을)","20160812","운영중","","","","","","","","351-3454","193459.93649200000  ","460705.54329400000  ","영업중"
"4233","지에스25 노량초교점","서울특별시 동작구 노량진동 233번지 6호","서울특별시 동작구 장승배기로 138 (노량진동 부광장여관)","20160817","운영중","","","","","","06924 ","33","","194727.34923800000  ","445591.54380600000  ","영업중"
"4234","(주)코리아세븐 강남제일점","서울특별시 서초구 서초동 1308번지 5호","서울특별시 서초구 서초대로77길 43 (서초동 경원빌딩)","20160819","운영중","","","","","","","99","536-8011","202202.66850900000  ","444658.84308900000  ","영업중"
"4235","씨유 독산호산나","","서울특별시 금천구 남부순환로126길 48 1층 (독산동)","20160901","운영중","","","","","","","","","191755.71481500000  ","442082.88200100000  ","영업중"
"4236","GS25 대치은마점","서울특별시 강남구 대치동 992번지 4호","서울특별시 강남구 영동대로57길 16 1층 (대치동)","20160912","운영중","","","","","","","33","","205846.84846800000  ","444506.84148400000  ","영업중"
"4237","365PLUS중곡중앙점","서울특별시 광진구 중곡동 245번지 7호 1층","서울특별시 광진구 동일로68길 49 1층 (중곡동)","20160913","운영중","","","","","","","","","206939.73008600000  ","451406.89874900000  ","영업중"
"4238","지에스25 마포역점","서울특별시 마포구 용강동 51번지 8호","서울특별시 마포구 토정로 320 1층 (용강동 백남빌딩)","20160912","운영중","","","","","","","60","","195045.95384400000  ","448873.93097200000  ","영업중"
"4239","GS25 중동헤븐점","서울특별시 마포구 중동 77번지 35호 101호","서울특별시 마포구 성암로9안길 28 101호 (중동)","20160912","운영중","","","","","","","60.45","","191358.97406900000  ","452625.19101100000  ","영업중"
"4240","(주)코리아세븐 신당3호점","서울특별시 중구 신당동 333번지 60호","서울특별시 중구 다산로24길 22 1층 (신당동 동산빌딩)","20160913","운영중","","","","","","","49.5","02-2233-6104","201213.91659200000  ","450896.93222200000  ","영업중"
"4241","GS25 송중경남점","서울특별시 강북구 미아동 84번지 8호","서울특별시 강북구 오패산로30길 39 (미아동)","20160913","운영중","","","","","","","","02-982-8300","203080.33252400000  ","457264.65704800000  ","영업중"
"4242","GS25 미아솔샘길점","서울특별시 강북구 미아동 679번지","서울특별시 강북구 솔샘로 274 1층 (미아동)","20160913","운영중","","","","","","","","","202024.91205900000  ","457679.89971700000  ","영업중"
"4243","(주)코리아세븐 삼전일등점","서울특별시 송파구 삼전동 125번지 9호","서울특별시 송파구 백제고분로31길 26 1층 (삼전동)","20160912","운영중","","","","","","","","","208466.26176700000  ","445051.40350300000  ","영업중"
"4244","(주)코리아세븐 삼전으뜸점","서울특별시 송파구 삼전동 31번지","서울특별시 송파구 삼전로6길 6 1층 (삼전동)","20160912","운영중","","","","","","","","","207759.79723800000  ","444838.05981600000  ","영업중"
"4245","씨유연신내로데오점","서울특별시 은평구 갈현동 451번지 18호","서울특별시 은평구 연서로29길 35 (갈현동)","20160919","운영중","","","","","","","","388-1191","192623.57926800000  ","457820.26529100000  ","영업중"
"4247","CU 성북성심점","서울특별시 성북구 돈암동 48번지 19호","서울특별시 성북구 동소문로 179-16 (돈암동)","20160919","운영중","","","","","","","33","02-928-8705","201871.85076700000  ","455410.39130200000  ","영업중"
"4248","(주)코리아세븐 금천필승점","","서울특별시 금천구 시흥대로63길 50 1층 (시흥동)","20160919","운영중","","","","","","","","","190880.98247100000  ","439569.27958200000  ","영업중"
"4249","씨유 화곡소비자점","","서울특별시 강서구 화곡로31길 53 (화곡동)","20160920","운영중","","","","","","07700 ","50","2693-1612","185900.54022900000  ","449443.69774800000  ","영업중"
"4250","씨유 관악파인빌점","서울특별시 관악구 봉천동 464번지 41호 107호","서울특별시 관악구 중앙길 133 1층 107호 (봉천동 은선파인빌)","20160921","운영중","","","","","","","","","195390.05243700000  ","442982.44135100000  ","영업중"
"4251","(주)코리아세븐 서초행복점","서울특별시 서초구 서초동 1337번지 17호","서울특별시 서초구 사임당로 180 (서초동 보원빌딩)","20160921","운영중","","","","","","","66","","202588.24589500000  ","443680.88451600000  ","영업중"
"4252","(주)코리아세븐대조파크점","서울특별시 은평구 대조동 203번지 14호","서울특별시 은평구 연서로24길 19 1층 (대조동)","20160701","운영중","","","","","","","","352-5675","192984.71183000000  ","457306.03179800000  ","영업중"
"4253","씨유응암미소점","서울특별시 은평구 응암동 397번지 66호 101호","서울특별시 은평구 응암로22길 10 101호 (응암동)","20160704","운영중","","","","","","","","376-5215","192852.35500400000  ","454891.74806700000  ","영업중"
"4254","지에스25반포사랑점","서울특별시 서초구 반포동 728번지 30호","서울특별시 서초구 주흥길 27 1층 (반포동)","20160708","운영중","","","","","","","52.8","","201696.07338000000  ","445107.05992300000  ","영업중"
"4255","씨유쌍문현대점","서울특별시 도봉구 쌍문동 54번지","서울특별시 도봉구 해등로 242-12 1동 7호 (쌍문동 현대아파트상가)","20160714","운영중","","","","","","","31","","202858.93444200000  ","462154.93098100000  ","영업중"
"4256","(주)코리아세븐 마포서교점","서울특별시 마포구 서교동 381번지 13호 1층","서울특별시 마포구 양화로7길 48 1층 (서교동)","20160714","운영중","","","","","","","49.5","","192414.79667200000  ","450361.14873500000  ","영업중"
"4257","GS25 합정성산점","서울특별시 마포구 합정동 366번지 2호 1층","서울특별시 마포구 독막로2길 13 1층 (합정동)","20160728","운영중","","","","","","","","","192471.46067100000  ","449833.73731300000  ","영업중"
"4258","위드미한성대원룸점","서울특별시 성북구 삼선동2가 203번지 타임아트빌 제씨동 제1층 제101호","서울특별시 성북구 삼선교로10길 57 제씨동동 제1층 101호 (삼선동2가 타임아트빌)","20160728","운영중","","","","","","","33","02-747-1984","200814              ","453702              ","영업중"
"4259","씨유 동대문도서관점","서울특별시 동대문구 신설동 104번지 30호 1층","서울특별시 동대문구 천호대로2길 23-17 1층 (신설동)","20160802","운영중","","","","","","","","02-2237-2730","202214.65185900000  ","452676.78394100000  ","영업중"
"4260","씨유목동아카데미점","서울특별시 양천구 목동 408번지 53호","서울특별시 양천구 오목로 276-6 (목동)","20160802","운영중","","","","","","","","","188321.37944500000  ","447285.91635100000  ","영업중"
"4261","GS25 목동제일","서울특별시 양천구 신정동 314번지","서울특별시 양천구 목동서로 280 117호 (신정동 목동신시가지아파트8단지)","20160803","운영중","","","","","","","","02-2643-9867","188376.67630700000  ","447095.12073000000  ","영업중"
"4262","씨유상계2동점","서울특별시 노원구 상계동 177번지 21호","서울특별시 노원구 상계로12길 14 (상계동)","20160809","운영중","","","","","","","","933-3575","206034.87485900000  ","461952.90130800000  ","영업중"
"4263","GS25신정파인빌점","","서울특별시 양천구 신목로12길 17 104호105호 (신정동 파인빌)","20160809","운영중","","","","","","08009 ","","","188985.12438500000  ","446803.29095300000  ","영업중"
"4264","CU  석촌고분로점","서울특별시 송파구 석촌동 18번지 3호 유림빌딩","서울특별시 송파구 백제고분로33길 14 유림빌딩 (석촌동)","20160810","운영중","","","","","","","","","208742.17288200000  ","444933.15170400000  ","영업중"
"4265","GS25 마곡8단지","","서울특별시 강서구 마곡서1로 81 (마곡동 마곡엠밸리8단지)","20160816","운영중","","","","","","","53","","184053              ","451327              ","영업중"
"4266","(주)코리아세븐도봉산길점","서울특별시 도봉구 도봉동 275번지 7호","서울특별시 도봉구 도봉산길 12 (도봉동)","20150924","운영중","","","","","","","49.5","02-954-4034","203918.45650900000  ","465326.02703300000  ","영업중"
"4267","GS25금천문일점","","서울특별시 금천구 시흥대로51길 23 104호 (시흥동)","20151001","운영중","","","","","","","","894-8909","191167.56530200000  ","439055.23109400000  ","영업중"
"4268","세븐일레븐 논현본점","서울특별시 강남구 논현동 59번지 11호","서울특별시 강남구 도산대로30길 8 (논현동)","20151008","운영중","","","","","","","39.7","545-7678","202586.80967200000  ","446647.10713100000  ","영업중"
"4269","지에스25 지에스본점","서울특별시 강남구 역삼동 642번지 5호 1층","서울특별시 강남구 논현로93길 3 1층 (역삼동 호양빌딩)","20151008","운영중","","","","","","","142.7","","203173.95387500000  ","444711.49253900000  ","영업중"
"4270","(주)코리아세븐 성북홍익점","서울특별시 성북구 성북동 155번지 37호","서울특별시 성북구 성북로 66 (성북동 농협)","20151019","운영중","","","","","","","49.5","","200150.81854500000  ","454869.59928200000  ","영업중"
"4271","(주)코리아세븐 방이한양점","서울특별시 송파구 방이동 226번지 7호 건양빌딩","서울특별시 송파구 오금로 247 건양빌딩 (방이동)","20151021","운영중","","","","","","","","","210687.66109400000  ","445216.49739500000  ","영업중"
"4272","세븐일레븐 성북아리랑점","서울특별시 성북구 동선동5가 146번지 3호","서울특별시 성북구 아리랑로 44-0 (동선동5가)","20151022","운영중","","","","","","","49","02-921-9519","201364.18248000000  ","455232.18370200000  ","영업중"
"4273","(주)코리아세븐송파중앙점","서울특별시 송파구 잠실동 231번지 4호 1층","서울특별시 송파구 삼전로13길 49 1층 (잠실동 럭키빌)","20151022","운영중","","","","","","","","070-8888-5919","207511.88810400000  ","445363.99502600000  ","영업중"
"4274","CU암사 미소점","서울특별시 강동구 암사동 515번지 9호","서울특별시 강동구 올림픽로93길 34 1층 (암사동)","20151102","운영중","","","","","","","","02-481-8112","211078.93914500000  ","450037.04258700000  ","영업중"
"4275","지에스25 장안벤처빌점","서울특별시 동대문구 장안동 374번지 1호 111112호","서울특별시 동대문구 장한로 85 111112호 (장안동 장안현대벤처빌)","20151030","운영중","","","","","","","","","206078.34597800000  ","452110.49861700000  ","영업중"
"4276","지에스25 신사증권점","서울특별시 강남구 신사동 597번지 2호 1층","서울특별시 강남구 압구정로30길 65 1층 (신사동)","20151104","운영중","","","","","","","99.17","","202587.17531100000  ","447063.95182500000  ","영업중"
"4277","씨유방이우량점","서울특별시 송파구 방이동 134번지 6호","서울특별시 송파구 가락로36길 7 (방이동)","20151105","운영중","","","","","","","","02-421-0181","210513.75322800000  ","445597.54684300000  ","영업중"
"4278","미니스톱 프린세스점","서울특별시 강남구 신사동 642번지 1층","서울특별시 강남구 압구정로46길 23 1층 (신사동)","20151111","운영중","","","","","","","105.79","","203225.88001000000  ","447521.55770000000  ","영업중"
"4279","씨유잠원크레신점","서울특별시 서초구 잠원동 8번지 24호 101호","서울특별시 서초구 강남대로 631 1층 101호 (잠원동 크레신타워)","20151117","운영중","","","","","","","59","02-515-2126","201634.39450200000  ","446514.00068100000  ","영업중"
"4280","세븐일레븐 강북우이초교점","서울특별시 강북구 수유동 408번지 2호","서울특별시 강북구 삼양로93길 1 1층 (수유동)","20151117","운영중","","","","","","","","","201494.13984500000  ","459738.71240500000  ","영업중"
"4281","(주)코리아세븐 왕십리도선점","서울특별시 성동구 도선동 193번지","서울특별시 성동구 왕십리로24길 17-1 (도선동)","20151119","운영중","","","","","","","","","203014.90871500000  ","451616.16998800000  ","영업중"
"4282","(주)코리아세븐상계한신점","서울특별시 노원구 상계동 135번지 72호","서울특별시 노원구 한글비석로46길 34 (상계동)","20151123","운영중","","","","","","","","","206088.35128100000  ","462817.89096900000  ","영업중"
"4283","씨유 이문독구말점","서울특별시 동대문구 이문동 299번지 7호","서울특별시 동대문구 휘경로3길 49-2 1층 (이문동)","20151214","운영중","","","","","","","","","205567.87330600000  ","455361.73930600000  ","영업중"
"4284","GS25 사당극동점","서울특별시 동작구 사당동 105번지 27호","서울특별시 동작구 동작대로29길 119 (사당동 114상가동 102)","20160616","운영중","","","","","","","46.16","","197905.93249800000  ","443639.29949500000  ","영업중"
"4285","씨유 한남역점","","서울특별시 용산구 대사관로34길 50 101 102호 (한남동 서원빌딩)","20160822","운영중","","","","","","","66.24","02-792-7825","200518.63307100000  ","447939.39517200000  ","영업중"
"4286","GS25노원두산점","서울특별시 노원구 상계동 1105번지 70호 1층","서울특별시 노원구 동일로241가길 21 1층 (상계동)","20160824","운영중","","","","","","","","","204732.75517700000  ","464086.84077200000  ","영업중"
"4287","씨유 광진중곡점","서울특별시 광진구 중곡동 256번지 7호","서울특별시 광진구 면목로 79 (중곡동)","20150603","운영중","","","","","","143221","59","070-8841-2686","206921.70972200000  ","451261.70081300000  ","영업중"
"4288","지에스25 중구황학점","서울특별시 중구 황학동 1636번지 지하1층","서울특별시 중구 난계로17길 22 지하1층 (황학동)","20150706","운영중","","","","","","100871","","","201956.56263900000  ","452217.54112400000  ","영업중"
"4289","(주)코리아세븐 풍납본점","서울특별시 중구 남창동 51번지 1호 롯데손해보험빌딩","서울특별시 중구 소월로 3 롯데손해보험빌딩 (남창동)","20160129","운영중","","","","","","","","","197897.38959800000  ","451093.96918100000  ","영업중"
"4290","(주)코리아세븐 송파최고점","서울특별시 송파구 송파동 53번지 9호","서울특별시 송파구 백제고분로45길 22 (송파동)","20160129","운영중","","","","","","","","","209667.79937300000  ","445623.75522400000  ","영업중"
"4291","CU위례아이파크점","서울특별시 송파구 장지동 884번지 위례2차아이파크","서울특별시 송파구 위례광장로 230 (장지동 위례2차아이파크)","20160623","운영중","","","","","","","","","212681              ","442001              ","영업중"
"4292","(주)리암아이앤씨 씨유문정유탑점","서울특별시 송파구 문정동 651번지 14호 103호","서울특별시 송파구 법원로6길 7 103호 (문정동)","20160623","운영중","","","","","","","","6004-9815","210706              ","442377              ","영업중"
"4293","GS25 송파잠실점","서울특별시 송파구 잠실동 294번지 21호","서울특별시 송파구 도곡로 454 (잠실동 정도빌딩)","20160623","운영중","","","","","","","","","206945.16344600000  ","445131.21306800000  ","영업중"
"4294","GS25 방이기숙사점","서울특별시 송파구 방이동 130번지","서울특별시 송파구 가락로36길 17 102호 (방이동 골든힐상가)","20160623","운영중","","","","","","","","","210604.72882200000  ","445560.86538000000  ","영업중"
"4295","GS25 잠실행운","서울특별시 송파구 잠실동 175번지 6호","서울특별시 송파구 올림픽로 76 102호 (잠실동 J타워)","20160623","운영중","","","","","","","","","207000.59364700000  ","445790.11220100000  ","영업중"
"4296","GS25 성북서경대","서울특별시 성북구 정릉동 1013번지 제상가동 1층 103호","서울특별시 성북구 서경로 91 제상가동 1층 103호 (정릉동 정릉청구아파트)","20160623","운영중","","","","","","","56","","201208.59582000000  ","456835.19920700000  ","영업중"
"4297","(주)코리아세븐 삼전중앙점","서울특별시 송파구 삼전동 94번지 9호","서울특별시 송파구 삼전로10길 23 1층 (삼전동)","20160721","운영중","","","","","","","","","208148.91159600000  ","445106.25237200000  ","영업중"
"4298","GS25 위례푸르지오점","서울특별시 송파구 장지동 878번지 위례신도시 송파푸르지오","서울특별시 송파구 위례광장로 185 (장지동 위례신도시 송파푸르지오)","20160721","운영중","","","","","","","","","212450              ","442145              ","영업중"
"4299","GS25구로벤처점","","서울특별시 구로구 디지털로 285 104호 (가리봉동)","20160729","운영중","","","","","","","76","","190669.73945300000  ","442787.60767800000  ","영업중"
"4300","지에스25 양평선유로점","","서울특별시 영등포구 선유로 250 (양평동4가 그랑드빌)","20160824","운영중","","","","","","","","","190922.54646100000  ","448369.04334000000  ","영업중"
"4301","지에스25 도림제일","","서울특별시 영등포구 도신로 69 1층 (대림동)","20160825","운영중","","","","","","","","","191165.18295900000  ","445212.90885600000  ","영업중"
"4302","GS25삼전공원점","서울특별시 송파구 삼전동 49번지 4호 남양빌딩 1층 102호","서울특별시 송파구 백제고분로 232 1층 102호 (삼전동 남양빌딩 1층 102호)","20150715","운영중","","","","","","138838","","","208144.39237400000  ","444828.06998300000  ","영업중"
"4303","밀코마트","서울특별시 광진구 화양동 47번지 1호","서울특별시 광진구 아차산로29길 41 (화양동)","20150818","운영중","","","","","","05018 ","33","","206088.60845500000  ","449249.21676600000  ","영업중"
"4304","지에스25양재힐점","","서울특별시 서초구 마방로10길 18-30 1층 (양재동 힐리빙텔)","20150818","운영중","","","","","","","","","203771.34942000000  ","441791.43503000000  ","영업중"
"4305","GS25 둔촌주공","서울특별시 강동구 둔촌동 163번지","서울특별시 강동구 풍성로 247 (둔촌동)","20150821","운영중","","","","","","","60","","212305.08107000000  ","447645.42560300000  ","영업중"
"4306","홈웨이","","서울특별시 은평구 연서로34길 42 108호 (불광동 북한산동호스카이)","20150820","운영중","","","","","","","","02-354-2602","193898.04519600000  ","458052.74629500000  ","영업중"
"4307","지에스25서초리치점","","서울특별시 서초구 강남대로6길 108-4 1층 (양재동)","20150908","운영중","","","","","","","","","204055.78150100000  ","441135.96225200000  ","영업중"
"4308","GS25마로니에점","서울특별시 종로구 동숭동 1번지 100호 1층","서울특별시 종로구 대학로8가길 111 1층 (동숭동)","20150908","운영중","","","","","","","","02-766-2535","200311.62740300000  ","453491.07316600000  ","영업중"
"4309","씨유 가락벤처점","서울특별시 송파구 가락동 78번지 아이티벤처타워","서울특별시 송파구 중대로 135 아이티벤처타워 101-4호 (가락동)","20150908","운영중","","","","","","","107","404-5201","210826.38898800000  ","443966.87422200000  ","영업중"
"4310","GS25 염창꿈나무점","","서울특별시 강서구 공항대로65길 26 105호 (염창동 태선빌딩)","20150909","운영중","","","","","","","66","3665-6221","188381.08257300000  ","450071.84131700000  ","영업중"
"4311","(주)비지에프휴먼넷 연세암병원점","서울특별시 서대문구 신촌동 134번지 연세암병원 지하1층","서울특별시 서대문구 연세로 50-1 지하1층층 (신촌동 연세암병원)","20151007","운영중","","","","","","","92","02-535-6103","194906.78214400000  ","451616.48949100000  ","영업중"
"4312","(주)비지에프휴먼넷 신촌세브란스병원점","서울특별시 서대문구 신촌동 134번지 신촌세브란스병원본관 3층","서울특별시 서대문구 연세로 50-1 3층 (신촌동 신촌세브란스병원본관)","20151007","운영중","","","","","","","265","","194906.78214400000  ","451616.48949100000  ","영업중"
"4313","세븐일레븐구산연서로점","","서울특별시 은평구 연서로9길 14 (구산동)","20151012","운영중","","","","","","","","384-8735","192367.82731000000  ","456449.22730500000  ","영업중"
"4314","씨유은평신사1동점","","서울특별시 은평구 은평로2길 7 (신사동)","20151012","운영중","","","","","","","","308-7714","192239.62386600000  ","455327.00302600000  ","영업중"
"4315","씨유 논현대승점","서울특별시 강남구 논현동 107번지 42호 1층","서울특별시 강남구 학동로43길 37 1층 (논현동)","20151014","운영중","","","","","","","66","547-7653","203334.64700000000  ","446565.26910900000  ","영업중"
"4316","미니스톱 수유사랑점","서울특별시 강북구 번동 447번지 51호","서울특별시 강북구 오패산로77길 17 1층 (번동)","20150708","운영중","","","","","","142867","","","202280.18527700000  ","459677.08699300000  ","영업중"
"4317","씨유 옥수점","서울특별시 성동구 옥수동 359번지 1층  1호","서울특별시 성동구 한림말5길 17 1층 1호 (옥수동)","20150713","운영중","","","","","","133840","","3395-9535","201461.98584700000  ","449249.48256900000  ","영업중"
"4318","미니스톱은평푸르지오점","","서울특별시 은평구 연서로48길 12 (진관동)","20150727","운영중","","","","","","","","","194422.71733200000  ","459736.03123900000  ","영업중"
"4319","GS25 모래내제일점","서울특별시 서대문구 남가좌동 102번지 20호","서울특별시 서대문구 수색로2길 12 (남가좌동)","20130212","운영중","","","","","","120802","","02-372-4828","192603.36895500000  ","452209.27084600000  ","영업중"
"4320","GS25 북가좌은가점","서울특별시 서대문구 북가좌동 3번지 15호","서울특별시 서대문구 증가로12나길 101 (북가좌동)","20130304","운영중","","","","","","120810","","02-303-8334","192921.13157700000  ","453687.22965700000  ","영업중"
"4321","GS25 북가좌초교","서울특별시 서대문구 북가좌동 366번지 19호","서울특별시 서대문구 거북골로 209 (북가좌동)","20130401","운영중","","","","","","120816","","02-376-0035","191865.64334300000  ","453268.01123100000  ","영업중"
"4322","세븐일레븐 북가좌행복점","서울특별시 서대문구 북가좌동 329번지 8호","서울특별시 서대문구 증가로 243 (북가좌동)","20130415","운영중","","","","","","120814","","02-308-9590","192276.24586800000  ","453687.90984300000  ","영업중"
"4323","GS25 경기대서울","서울특별시 서대문구 충정로3가 1번지 35호","서울특별시 서대문구 경기대로9길 50 지하1층 (충정로3가)","20130510","운영중","","","","","","120837","","02-392-2220","196591.58854300000  ","451625.12230500000  ","영업중"
"4324","GS25 홍제힐스테이트점","서울특별시 서대문구 홍제동 176번지 1호","서울특별시 서대문구 통일로36길 11 (홍제동)","20130520","운영중","","","","","","120856","","","195277.03141500000  ","454234.82319000000  ","영업중"
"4325","GS25 신월초교점","","서울특별시 강서구 화곡로24길 14 지층 (화곡동)","20150731","운영중","","","","","","","66","","185700.29335000000  ","448990.77551900000  ","영업중"
"4326","세븐일레븐 군자하나점","서울특별시 광진구 군자동 474번지 28호","서울특별시 광진구 능동로31길 22 1층 (군자동)","20150730","운영중","","","","","","143150","46","","206838.22454300000  ","450722.31934200000  ","영업중"
"4327","세븐일레븐 가산푸르지오시티점","","서울특별시 금천구 벚꽃로56길 182 (가산동)","20150730","운영중","","","","","","","","858-9967","190120.54940100000  ","442253.99614500000  ","영업중"
"4328","미니스톱 가산테크노점","","서울특별시 금천구 가마산로 96 106호 (가산동 대륭테크노타운8차)","20150805","운영중","","","","","","","","","189162.66434900000  ","442875.30514700000  ","영업중"
"4329","GS25 목동1단지점","서울특별시 양천구 목동 901번지","서울특별시 양천구 목동서로 38 1층 (목동)","20150810","운영중","","","","","","","","","189649.19943300000  ","449119.75479800000  ","영업중"
"4330","GS25 자양한강점","서울특별시 광진구 자양동 81번지","서울특별시 광진구 능동로3길 54 1층 1-4호 (자양동)","20150813","운영중","","","","","","05084 ","","","205702.24719400000  ","448304.58291500000  ","영업중"
"4331","씨유 노량진초교점","서울특별시 동작구 노량진동 50번지 2호 원남빌딩","서울특별시 동작구 장승배기로 164 (노량진동)","20150820","운영중","","","","","","","200","","194737.65840000000  ","445872.32135200000  ","영업중"
"4332","GS25 구의무학","서울특별시 광진구 구의동 248번지 93호","서울특별시 광진구 아차산로51길 86 1층 (구의동)","20150821","운영중","","","","","","05040 ","94","02-447-8111","207541.75023300000  ","449024.69902100000  ","영업중"
"4333","씨유 건대원룸촌점","서울특별시 광진구 자양동 225번지 7호","서울특별시 광진구 아차산로41길 22 1층 (자양동)","20150824","운영중","","","","","","","46.2","","206953.22155900000  ","448785.82350900000  ","영업중"
"4334","미니스톱 청계센터점","서울특별시 종로구 관철동 43번지 8호","서울특별시 종로구 청계천로 61 (관철동 관철동 빌딩)","20150824","운영중","","","","","","","","02-739-8442","198614.24780800000  ","452160.27073400000  ","영업중"
"4335","(주)비지에프휴먼넷 한양대학생복지관점","서울특별시 성동구 사근동 110번지 한양대학교 복지관 1층 2호","서울특별시 성동구 왕십리로 222 복지동 1층 2호 (사근동 한양대학교)","20150827","운영중","","","","","","","","535-6103","204410.37308000000  ","451211.86396500000  ","영업중"
"4336","CU 화곡1호점","","서울특별시 강서구 곰달래로 156-1 (화곡동)","20150901","운영중","","","","","","","60","","186770.36402400000  ","447919.03977600000  ","영업중"
"4337","GS25상계보람점","서울특별시 노원구 상계동 639번지 1호 보람상가 111호","서울특별시 노원구 한글비석로 474 111호 (상계동 보람아파트2단지)","20150902","운영중","","","","","","","","","205773.96933100000  ","462799.64388600000  ","영업중"
"4338","세븐일레븐 답십리역점","서울특별시 동대문구 답십리동 493번지 4호","서울특별시 동대문구 천호대로 305 1층 (답십리동)","20150902","운영중","","","","","","","","","204818.23615300000  ","451823.20712400000  ","영업중"
"4339","씨유 청량리금산점","서울특별시 동대문구 전농동 597번지 7호","서울특별시 동대문구 왕산로 246 1층 (전농동)","20150902","운영중","","","","","","","","968-3219","204342.31958800000  ","453722.47718300000  ","영업중"
"4340","씨유 중화장수점","서울특별시 중랑구 중화동 291번지 10호","서울특별시 중랑구 동일로126길 43 (중화동)","20150521","운영중","","","","","","131121","33","02-433-0766","207293.06447600000  ","455478.79112200000  ","영업중"
"4341","씨유 수유한빛점","서울특별시 강북구 수유동 484번지","서울특별시 강북구 삼양로77길 51 1층 (수유동)","20150522","운영중","","","","","","142875","","02-980-9993","201385.67660300000  ","458817.18111200000  ","영업중"
"4342","CU 수유계성점","서울특별시 강북구 수유동 710번지 13호","서울특별시 강북구 노해로35길 61 1층 (수유동)","20150605","운영중","","","","","","142888","","02-999-2826","201952.72137000000  ","460913.78973000000  ","영업중"
"4343","GS25 신촌으뜸점","서울특별시 서대문구 창천동 18번지 3호","서울특별시 서대문구 명물길 12-6 1층 4호 (창천동)","20121120","운영중","","","","","","120833","","02-313-6627","194496.14550500000  ","450861.70689300000  ","영업중"
"4344","GS25 연대동문점","서울특별시 서대문구 대신동 125번지 27호","서울특별시 서대문구 봉원사길 6 (대신동)","20121126","운영중","","","","","","120160","","02-392-9225","195295.79209900000  ","451940.74489600000  ","영업중"
"4345","CU 홍은벽산점","서울특별시 서대문구 홍은동 48번지 80호","서울특별시 서대문구 세검정로1길 98 (홍은동)","20121126","운영중","","","","","","120100","","02-379-3315","195247.31391700000  ","455004.21070800000  ","영업중"
"4346","GS25중계우성점","서울특별시 노원구 중계동 361번지 1호 롯데우성아파트 상가동 109호","서울특별시 노원구 노원로22길 70 상가동109호 (중계동 롯데우성아파트)","20150702","운영중","","","","","","139860","","931-4371","206529.70355900000  ","460856.99247600000  ","영업중"
"4347","GS25 신촌그린점","서울특별시 서대문구 창천동 53번지 11호","서울특별시 서대문구 연세로7길 34-5 (창천동)","20121203","운영중","","","","","","120834","","","194243.17017600000  ","450947.16709200000  ","영업중"
"4348","GS25 연대학사점","서울특별시 서대문구 신촌동 134번지","서울특별시 서대문구 연세로 50 (신촌동 연대국제2학사)","20121205","운영중","","","","","","120749","","02-363-1442","195227.16856600000  ","452804.37559900000  ","영업중"
"4349","지에스25 연희햇살점","서울특별시 서대문구 연희동 719번지 7호","서울특별시 서대문구 가좌로 31 (연희동)","20121207","운영중","","","","","","120827","","02-3143-0804","193993.59886900000  ","453079.82723700000  ","영업중"
"4350","세븐일레븐 신촌제일점","서울특별시 서대문구 창천동 111번지 15호","서울특별시 서대문구 신촌로11길 15 (창천동)","20121213","운영중","","","","","","120835","","02-3143-7457","194063.82586700000  ","450872.46169000000  ","영업중"
"4351","CU 북가좌으뜸점","서울특별시 서대문구 북가좌동 282번지 29호","서울특별시 서대문구 증가로 222 (북가좌동)","20121213","운영중","","","","","","120812","","","192469.82873000000  ","453561.57163000000  ","영업중"
"4352","GS25 미근제일점","서울특별시 서대문구 미근동 198번지","서울특별시 서대문구 통일로 105 (미근동)","20121214","운영중","","","","","","120020","","","197136.62778600000  ","451642.91413900000  ","영업중"
"4353","로그인 신촌점","서울특별시 서대문구 창천동 57번지 30호","서울특별시 서대문구 연세로7길 23 (창천동)","20121217","운영중","","","","","","120834","","02-333-7036","194304.26388500000  ","450895.32391300000  ","영업중"
"4354","CU 홍제한성대점","서울특별시 서대문구 홍제동 317번지 3호","서울특별시 서대문구 통일로37길 50 (홍제동)","20130102","운영중","","","","","","120859","","02-396-1015","195045.85877600000  ","454057.48510900000  ","영업중"
"4355","미니스톱 신촌원룸점","서울특별시 서대문구 창천동 89번지 27호","서울특별시 서대문구 성산로22길 22 (창천동)","20130107","운영중","","","","","","120835","","1577-9621","194172.45119500000  ","451152.35944700000  ","영업중"
