index,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,x축,y축,상세영업상태명,구별
2605,대흥온누리약국,서울특별시 마포구 대흥동 12번지 41호 이대역스타힐스 106호,서울특별시마포구신촌로160,20140919,운영중,27.63,약국,20140919.0,,37.5561674,126.93927009999999,영업중,마포구
2606,애오개약국,서울특별시 마포구 아현동 737번지 마포에스케이허브블루 103호,서울특별시마포구마포대로204,20141013,운영중,60.03,약국,20141013.0,365-0075,37.551982200000005,126.95652009999999,영업중,마포구
2607,이화키즈팜약국,,서울특별시마포구마포대로195,20141016,운영중,38.0,약국,20141016.0,,37.5458958,126.95150579999999,영업중,마포구
2608,자연약국,,서울특별시마포구마포대로195,20141016,운영중,37.0,약국,20141016.0,,37.5458958,126.95150579999999,영업중,마포구
2609,옵티마상원약국,,서울특별시마포구월드컵로75,20141110,운영중,113.4,약국,20141110.0,,37.555596200000004,126.9101345,영업중,마포구
2610,유한약국,서울특별시 마포구 중동 64번지 14호 효봉상가 1층,서울특별시마포구월드컵북로236,20140303,운영중,51.48,약국,20140303.0,02-305-4490,37.5702658,126.9034118,영업중,마포구
2611,온누리미소약국,서울특별시 마포구 합정동 426번지 8호 JH빌딩 지하 2층,서울특별시마포구월드컵로29,20140526,운영중,39.85,약국,20140526.0,323-4052,37.5587204,126.90267539999999,영업중,마포구
2612,3층온누리약국,서울특별시 마포구 중동 64번지 25호 현대상가 305호,서울특별시마포구월드컵북로230,20140609,운영중,71.25,약국,20140609.0,306-4744,37.5700958,126.9038297,영업중,마포구
2613,이화메세나약국,서울특별시 마포구 서교동 490번지 메세나폴리스몰 B105호,서울특별시마포구양화로45,20140616,운영중,30.8,약국,20140616.0,,37.5489656,126.9134767,영업중,마포구
2614,신촌온누리약국,서울특별시 마포구 노고산동 107번지 61호 1층,서울특별시마포구백범로24,20121119,운영중,27.0,약국,20121119.0,701-8277,37.5459688,126.94495719999999,영업중,마포구
2615,유진온누리약국,서울특별시 마포구 도화동 353번지 104호,서울특별시마포구도화4길73,20121203,운영중,24.01,약국,20121203.0,702-1210,37.5378342,126.95175220000002,영업중,마포구
2616,영진약국,서울특별시 마포구 망원동 401번지 18호 1층,서울특별시마포구망원로8길67,20130227,운영중,18.75,약국,20130227.0,323-1114,37.554522999999996,126.90603279999999,영업중,마포구
2617,드림약국,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1010호,서울특별시마포구월드컵북로396,20141219,운영중,30.0,약국,20141219.0,2132-8114,37.5791192,126.89029409999999,영업중,마포구
2618,아이비약국,서울특별시 마포구 공덕동 456번지 르네상스타워 지하 1층 12호,서울특별시마포구만리재로14,20150112,운영중,16.56,약국,20150112.0,704-3350,37.5439421,126.95284009999999,영업중,마포구
2619,르호봇약국,서울특별시 마포구 노고산동 57번지 39호 병우빌딩 4층,서울특별시마포구서강로133,20150303,운영중,19.9,약국,20150303.0,3141-7891,37.554369200000004,126.935239,영업중,마포구
2620,마래푸약국,서울특별시 마포구 아현동 326번지 18호 1층,서울특별시마포구신촌로34길37,20150313,운영중,35.28,약국,20150313.0,,37.5555758,126.95502579999999,영업중,마포구
2621,W스토아청와약국,서울특별시 구로구 가리봉동 89번지 163호,서울특별시구로구디지털로27길109,19760722,운영중,164.49,약국,19760722.0,02-855 -1482,37.4845387,126.8880108,영업중,구로구
2622,자명약국,서울특별시 구로구 가리봉동 127번지 10호,서울특별시구로구디지털로217,19770510,운영중,0.0,약국,19770510.0,02-867 -6968,37.4797602,126.89008390000002,영업중,구로구
2623,제생약국,서울특별시 구로구 개봉동 370번지 2호,서울특별시구로구개봉로3가길57,19780805,운영중,15.26,약국,19780805.0,02-2617-4570,37.483633700000006,126.85346580000001,영업중,구로구
2624,원일약국,서울특별시 구로구 고척동 197번지 1호,서울특별시구로구중앙로15길29,19790404,운영중,27.81,약국,19790404.0,02-2612-3765,37.5062959,126.8581456,영업중,구로구
2625,개미프라자약국,서울특별시 구로구 구로동 412번지 6호,서울특별시구로구구로동로35길46,19800118,운영중,0.0,약국,19800118.0,02-854 -6128,37.492285200000005,126.8820191,영업중,구로구
2626,정제약국,서울특별시 구로구 개봉동 302번지 16호,서울특별시구로구개봉로17길10,19810530,운영중,23.31,약국,19810530.0,02-2612-9308,37.491716600000004,126.8552929,영업중,구로구
2627,오류중앙약국,서울특별시 구로구 오류동 40번지 4호,서울특별시구로구경인로195,20061107,운영중,39.48,약국,20061107.0,02-2625-3338,37.4957877,126.84282959999999,영업중,구로구
2628,구로종로약국,서울특별시 구로구 오류동 41번지 1호,서울특별시구로구경인로193,20061110,운영중,56.09,약국,20061110.0,02-2688-0155,37.49575170000001,126.84256670000002,영업중,구로구
2629,연세열린약국,서울특별시 구로구 개봉동 403번지 88호,서울특별시구로구개봉로23,20061113,운영중,65.72,약국,20061113.0,02-2683-9003,37.4877249,126.85603229999998,영업중,구로구
2630,구로사랑약국,서울특별시 구로구 고척동 76번지 23호,서울특별시구로구중앙로19,20061116,운영중,39.75,약국,20061116.0,02-2066-6361,37.49969779999999,126.86349129999999,영업중,구로구
2631,하나온누리약국,서울특별시 구로구 오류동 152번지 12호,서울특별시구로구오류로8길20,20061201,운영중,23.27,약국,20061201.0,02-2611-3556,37.4911085,126.84190109999999,영업중,구로구
2632,타워약국,서울특별시 구로구 구로동 212번지 8호,서울특별시구로구디지털로288,20070510,운영중,35.88,약국,20070510.0,02-868 -3878,37.483526700000006,126.8954883,영업중,구로구
2633,하나약국,서울특별시 구로구 구로동 461번지 5호,서울특별시구로구구로동로179,20070716,운영중,30.72,약국,20070716.0,02-851 -9945,37.494418200000005,126.882521,영업중,구로구
2634,돌봄약국,서울특별시 구로구 온수동 47번지 1호,서울특별시구로구경인로31-28,20071102,운영중,34.2,약국,20071102.0,02-6084-9446,37.491375,126.82499709999999,영업중,구로구
2635,미래약국,서울특별시 구로구 구로동 704번지 7호,서울특별시구로구구로동로145-6,20080104,운영중,102.01,약국,20080104.0,02-852 -0270,37.4915187,126.88348130000001,영업중,구로구
2636,바른약국,서울특별시 구로구 구로동 612번지 13호 외2필지 101호,서울특별시구로구구로중앙로212,20011214,운영중,32.98,약국,20011214.0,02-2635-9483,37.5049408,126.8778028,영업중,구로구
2637,열린약국,서울특별시 구로구 고척동 253번지 194호 195,서울특별시구로구고척로142-1,20020130,운영중,97.36,약국,20020130.0,02-2625-6040,37.502607399999995,126.84982579999999,영업중,구로구
2638,좋은약국,서울특별시 구로구 개봉동 173번지 1호,서울특별시구로구경인로40길34,20020201,운영중,28.0,약국,20020201.0,02-2615-6999,37.4953627,126.8587916,영업중,구로구
2639,은성약국,서울특별시 구로구 신도림동 309번지 6호 성광메디칼빌딩 110호,서울특별시구로구신도림로19길7,20020919,운영중,58.98,약국,20020919.0,02-2636-9150,37.511160600000004,126.88445559999998,영업중,구로구
2640,환도약국,서울특별시 구로구 구로동 685번지 70호 현대연예인@상가 101호,서울특별시구로구구일로4길46,20030228,운영중,18.97,약국,20030228.0,02-866 -8569,37.4922564,126.8771784,영업중,구로구
2641,은하약국,서울특별시 구로구 개봉동 403번지 101호,서울특별시구로구개봉로46,20030310,운영중,36.5,약국,20030310.0,02-2612-5579,37.4897757,126.8564092,영업중,구로구
2642,백두약국,서울특별시 구로구 오류동 155번지 8호,서울특별시구로구오류로8길26,20030314,운영중,63.54,약국,20030314.0,02-2689-6576,37.4912418,126.84217269999999,영업중,구로구
2643,온누리자혜약국,서울특별시 구로구 개봉동 403번지 204호,서울특별시구로구개봉로66,20030708,운영중,17.61,약국,20030708.0,02-2687-2770,37.4915157,126.8562289,영업중,구로구
2644,메디칼바른약국,서울특별시 구로구 구로동 553번지 7호 대영빌딩 1층,서울특별시구로구공원로7길40,20030711,운영중,48.14,약국,20030711.0,02-866 -1914,37.501439000000005,126.88690179999999,영업중,구로구
2645,한사랑약국,서울특별시 구로구 신도림동 400번지 1호 금강리빙스텔 123호,서울특별시구로구신도림로7,20040119,운영중,34.7,약국,20040119.0,02-2675-1081,37.508369,126.8788533,영업중,구로구
2646,유풍약국,서울특별시 구로구 고척동 76번지 151호,서울특별시구로구경인로47길54,20040202,운영중,117.41,약국,20040202.0,02-2618-9311,37.501464899999995,126.8652831,영업중,구로구
2647,스타약국,서울특별시 구로구 구로동 603번지 9호 스타팰리스빌딩 105호,서울특별시구로구경인로572,20040211,운영중,38.51,약국,20040211.0,02-2678-2484,37.50324620000001,126.88105490000001,영업중,구로구
2648,성심약국,서울특별시 구로구 오류동 37번지 12호,서울특별시구로구경인로205,20040326,운영중,29.19,약국,20040326.0,02-2687-1489,37.49617,126.84368549999999,영업중,구로구
2649,온수약국,서울특별시 구로구 온수동 23번지 10호,서울특별시구로구부일로1길22,19810911,운영중,44.06,약국,19810911.0,02-2683-0262,37.4921638,126.8207895,영업중,구로구
2650,성인약국,서울특별시 구로구 개봉동 403번지 95호,서울특별시구로구개봉로9,19811016,운영중,91.5,약국,19811016.0,02-2682-2643,37.486498,126.8561607,영업중,구로구
2651,용해약국,서울특별시 구로구 구로동 748번지 1호,서울특별시구로구도림로29,19820925,운영중,56.55,약국,19820925.0,02-863 -4867,37.4870445,126.887821,영업중,구로구
2652,동해물약국,서울특별시 구로구 구로동 730번지 60호,서울특별시구로구구로동로138,19830916,운영중,123.6,약국,19830916.0,02-863 -5333,37.490789,126.8842577,영업중,구로구
2653,장수약국,서울특별시 구로구 고척동 46번지 25호,서울특별시구로구경인로47길94,19831206,운영중,28.26,약국,19831206.0,02-2683-2865,37.5028219,126.8641701,영업중,구로구
2654,칠성약국,서울특별시 구로구 궁동 189번지 25호,서울특별시구로구부일로15길4,19670508,운영중,25.43,약국,19670508.0,02-2618-6465,37.4934709,126.8343807,영업중,구로구
2655,신효약국,서울특별시 구로구 구로동 808번지 10호,서울특별시구로구구로동로9길9,19720425,운영중,0.0,약국,19720425.0,02-855 -5796,37.486047,126.884845,영업중,구로구
2656,구림약국,서울특별시 구로구 가리봉동 127번지 11호,서울특별시구로구남부순환로105길52,19741202,운영중,80.57,약국,19741202.0,02-856 -0619,37.4796246,126.88985190000001,영업중,구로구
2657,동성약국,서울특별시 구로구 가리봉동 123번지 49호,서울특별시구로구우마2길24,19750120,운영중,16.5,약국,19750120.0,02-854 -3357,37.481999200000004,126.88921979999999,영업중,구로구
2658,인제약국,서울특별시 관악구 신림동 808번지 495호 인제약국,서울특별시관악구원신2길17,19680809,운영중,0.0,약국,19680809.0,02-877-8597,37.4880986,126.92756399999999,영업중,관악구
2659,계명약국,서울특별시 관악구 청림동 10-36,서울특별시관악구청림3길15,19690203,운영중,17.52,약국,19690203.0,02-877-0445,37.488986700000005,126.95886019999999,영업중,관악구
2660,제정약국,서울특별시 관악구 신림동 1430번지 4호 1층,서울특별시관악구신림로383,19690707,운영중,41.62,약국,19690707.0,02-878-4360,37.4882348,126.92818059999999,영업중,관악구
2661,대성약국,서울특별시 관악구 청림동 13-9,서울특별시관악구청림길8,19720725,운영중,0.0,약국,19720725.0,02-877-3024,37.488183500000005,126.9589166,영업중,관악구
2662,새시민약국,서울특별시 관악구 신림동 617번지 1호,서울특별시관악구난우길4,19721016,운영중,27.75,약국,19721016.0,02-856-4272,37.473367700000004,126.9189981,영업중,관악구
2663,대학당약국,서울특별시 관악구 신림동 808번지 494호,서울특별시관악구원신길2-1,19740404,운영중,0.0,약국,19740404.0,02-878-7497,37.514403,126.92462340000002,영업중,관악구
2664,광일약국,서울특별시 관악구 중앙동 888-30,서울특별시관악구양녕로38,19770506,운영중,16.7,약국,19770506.0,02-878-9588,37.485271000000004,126.94698500000001,영업중,관악구
2665,한국생약국,서울특별시 관악구 청룡동 1563-31,서울특별시관악구쑥고개로71,19770728,운영중,30.0,약국,19770728.0,02-878-2743,37.479584499999994,126.94435800000001,영업중,관악구
2666,삼성약국,서울특별시 관악구 신원동1603-2,서울특별시관악구신원로21,19771010,운영중,23.96,약국,19771010.0,02-855-4158,37.481230100000005,126.9279844,영업중,관악구
2667,관악온누리약국,서울특별시 관악구 봉천동 852번지 2호 1층,서울특별시관악구봉천로488,20140102,운영중,39.3,약국,20140102.0,,37.481436200000005,126.95388829999999,영업중,관악구
2668,세영약국,서울특별시 관악구 신림동 527번지 3호,서울특별시관악구남부순환로1479,20140102,운영중,18.72,약국,20140102.0,856-2609,37.482152500000005,126.9149255,영업중,관악구
2669,난곡프라자약국,서울특별시 관악구 신림동 726번지 1호,서울특별시관악구난곡로219,20140113,운영중,41.58,약국,20140113.0,852-8241,37.4738489,126.91732479999999,영업중,관악구
2670,청춘약국,서울특별시 관악구 신림동 1411번지 28호,서울특별시관악구남부순환로1644,20140121,운영중,46.08,약국,20140121.0,070-7715-2828,37.484329100000004,126.9332929,영업중,관악구
2671,정다운온누리약국,서울특별시 관악구 신림동 110번지 10호 외 1필지,서울특별시관악구신림로144,20140127,운영중,36.18,약국,20140127.0,6160-7828,37.4721159,126.9340385,영업중,관악구
2672,관악그랜드약국,서울특별시 관악구 신림동 1513번지 1호,서울특별시관악구신림로141,20140203,운영중,167.09,약국,20140203.0,876-1068,37.4715409,126.93342720000001,영업중,관악구
2673,인헌온누리약국,서울특별시 관악구 봉천동 1642번지 16호,서울특별시관악구인헌길35,20140213,운영중,29.88,약국,20140213.0,,37.473855,126.96692409999999,영업중,관악구
2674,세이브 약국,서울특별시 관악구 신림동 607번지 73호 세이브마트 1층,서울특별시관악구난곡로220,20140423,운영중,18.62,약국,20140423.0,853-6965,37.474276700000004,126.9179969,영업중,관악구
2675,명성프라자약국,서울특별시 관악구 봉천동 42번지 47호,서울특별시관악구관악로231-1,20140507,운영중,92.04,약국,20140507.0,,37.485302000000004,126.9555486,영업중,관악구
2676,은성온누리약국,서울특별시 관악구 신림동 94번지 264호,서울특별시관악구신림로210,20140508,운영중,53.07,약국,20140508.0,883-7555,37.476092799999996,126.93750949999999,영업중,관악구
2677,다은온누리약국,서울특별시 관악구 신림동 404번지 1호 영창빌딩 1층,서울특별시관악구신림로169,20140519,운영중,26.63,약국,20140519.0,882-4993,37.47419779999999,126.9337003,영업중,관악구
2678,1번약국,서울특별시 관악구 봉천동 853번지 4호 1층,서울특별시관악구남부순환로1832,20160502,운영중,18.3,약국,20160502.0,882-7583,37.480683,126.95348729999999,영업중,관악구
2679,새종로약국,서울특별시 관악구 신림동 1680번지 27호 외 3필지,서울특별시관악구난곡로264,20140708,운영중,43.92,약국,20140708.0,,37.477500799999994,126.9156531,영업중,관악구
2680,새태평양온누리약국,서울특별시 관악구 봉천동 1634번지 9호,서울특별시관악구봉천로616,20140716,운영중,42.66,약국,20140716.0,,37.4753949,126.96548290000001,영업중,관악구
2681,라임약국,서울특별시 관악구 신림동 726번지 5호,서울특별시관악구난곡로215,20140728,운영중,38.14,약국,20140728.0,,37.4736976,126.91752930000001,영업중,관악구
2682,세종당약국,서울특별시 구로구 개봉동 465번지 11호,서울특별시구로구경인로35길64,19750825,운영중,68.0,약국,19750825.0,02-2612-4900,37.499481200000005,126.85310590000002,영업중,구로구
2683,재훈약국,서울특별시 구로구 구로동 1132번지 7호,서울특별시구로구시흥대로161가길17,19751112,운영중,0.0,약국,19751112.0,02-854 -2250,37.480131799999995,126.89802340000001,영업중,구로구
2684,505약국,서울특별시 구로구 구로동 505번지 10호,서울특별시구로구구로동로42길58,19760701,운영중,0.0,약국,19760701.0,02-856 -5050,37.49813820000001,126.88419809999999,영업중,구로구
2685,구로시장약국,서울특별시 구로구 구로동 730번지 14호,서울특별시구로구구로동로26길37,20040615,운영중,68.58,약국,20040615.0,02-854 -1385,37.490228,126.886202,영업중,구로구
2686,에이스약국,서울특별시 구로구 구로동 212번지 1호 에이스트윈타워 1차 104호,서울특별시구로구디지털로285,20040901,운영중,42.19,약국,20040901.0,02-2109-5208,37.4844473,126.8944933,영업중,구로구
2687,백학약국,서울특별시 구로구 구로동 573번지 애경백화점 4층,서울특별시구로구구로중앙로152,20041106,운영중,59.3,약국,20041106.0,02-853 -0142,37.501205600000006,126.8827953,영업중,구로구
2688,대학약국,서울특별시 구로구 구로동 704번지 58호,서울특별시구로구구로동로149-1,20050129,운영중,108.76,약국,20050129.0,02-865 -4910,37.4919395,126.88348640000001,영업중,구로구
2689,태영프라자약국,서울특별시 구로구 신도림동 437번지 1호 태영프라자 108호,서울특별시구로구경인로59길8,20060103,운영중,39.13,약국,20060103.0,02-2068-5733,37.50632879999999,126.88335459999999,영업중,구로구
2690,참조은약국,서울특별시 구로구 고척동 63번지 9호,서울특별시구로구경인로433-1,20060125,운영중,47.03,약국,20060125.0,02-2617-5546,37.499718,126.8670953,영업중,구로구
2691,대성약국,서울특별시 구로구 개봉동 359번지 13호 성은빌딩 1층,서울특별시구로구개봉로3길35,20060418,운영중,30.8,약국,20060418.0,02-2066-0120,37.4861206,126.85430520000001,영업중,구로구
2692,수정약국,서울특별시 구로구 개봉동 156번지 5호 대림프라자 401호,서울특별시구로구경인로319,20060420,운영중,80.94,약국,20060420.0,02-2613-5195,37.497577299999996,126.85561059999999,영업중,구로구
2693,한빛약국,서울특별시 구로구 오류동 77번지 1호 3층,서울특별시구로구경인로164,20060516,운영중,35.33,약국,20060516.0,02-2625-6679,37.493981700000006,126.83995800000001,영업중,구로구
2694,수약국,서울특별시 구로구 고척동 224번지 1호,서울특별시구로구중앙로15길107,20060814,운영중,26.35,약국,20060814.0,02-2611-5435,37.5072785,126.8539118,영업중,구로구
2695,진솔약국,서울특별시 구로구 오류동 37번지 7호,서울특별시구로구경인로211-1,20060904,운영중,94.71,약국,20060904.0,02-2060-0906,37.496489200000006,126.84435230000001,영업중,구로구
2696,늘푸른약국,서울특별시 구로구 구로동 127번지 45호,서울특별시구로구구로중앙로12길38,19981201,운영중,27.74,약국,19981201.0,02-851 -0601,37.4925158,126.89321299999999,영업중,구로구
2697,아름솔약국,서울특별시 구로구 구로동 1258번지 중앙유통상가 A 02-01호,서울특별시구로구경인로53길15,19981222,운영중,28.89,약국,19981222.0,02-2617-1849,37.5010068,126.8746679,영업중,구로구
2698,맑은약국,서울특별시 구로구 개봉동 415번지 개봉역사내3층,서울특별시구로구경인로40길47,19990612,운영중,18.81,약국,19990612.0,02-2617-2190,37.4945586,126.85875060000001,영업중,구로구
2699,종로약국,서울특별시 구로구 고척동 253번지 200호,서울특별시구로구고척로142,19991019,운영중,87.96,약국,19991019.0,02-2612-3986,37.5025245,126.84964040000001,영업중,구로구
2700,온누리최정숙약국,서울특별시 구로구 고척동 76번지 41호 일이삼전자타운3동 1층 1221호,서울특별시구로구중앙로1길36,20000310,운영중,21.44,약국,20000310.0,02-2612-2040,37.4980159,126.86268329999999,영업중,구로구
2701,온누리사랑의약국,서울특별시 구로구 구로동 717번지 34호,서울특별시구로구구로동로15길17,20000817,운영중,45.78,약국,20000817.0,02-862 -2884,37.4876999,126.88374850000001,영업중,구로구
2702,현대파크빌약국,서울특별시 구로구 구로동 108번지 현대파크빌 101호,서울특별시구로구공원로41,20001004,운영중,35.7,약국,20001004.0,02-868 -5116,37.500343799999996,126.88992520000001,영업중,구로구
2703,한마을약국,서울특별시 구로구 개봉동 476번지 한마을@상가  1동 110호,서울특별시구로구경인로382,20001013,운영중,29.16,약국,20001013.0,02-2613-3006,37.4952998,126.86254469999999,영업중,구로구
2704,대웅프라자약국,서울특별시 구로구 구로동 1267번지 태영상가 1동 105호,서울특별시구로구새말로93,20001212,운영중,54.72,약국,20001212.0,02-839 -2276,37.506085999999996,126.88866499999999,영업중,구로구
2705,정광약국,서울특별시 구로구 개봉동 203번지 6호,서울특별시구로구남부순환로97길11,20010105,운영중,20.6,약국,20010105.0,02-2687-2983,37.494179200000005,126.8583787,영업중,구로구
2706,부부약국,서울특별시 구로구 오류동 148번지 24호,서울특별시구로구오류로8길60,20010509,운영중,41.28,약국,20010509.0,02-2688-0151,37.4921926,126.84366090000002,영업중,구로구
2707,온누리종하약국,서울특별시 구로구 구로동 685번지 448호,서울특별시구로구구일로4길30,20010614,운영중,20.1,약국,20010614.0,02-830 -5366,37.4918388,126.8764757,영업중,구로구
2708,한독프라자약국,서울특별시 구로구 구로동 313번지 1호,서울특별시구로구구로동로26길133,20010822,운영중,67.13,약국,20010822.0,02-856 -9843,37.489735700000004,126.89124809999998,영업중,구로구
2709,구로메디칼약국,서울특별시 구로구 고척동 63번지 11호 277-42,서울특별시구로구경인로431,19841128,운영중,25.9,약국,19841128.0,02-2614-3206,37.4996166,126.86685590000002,영업중,구로구
2710,메디팜제일약국,서울특별시 구로구 궁동 212-10 2층,서울특별시구로구오리로1270,19850125,운영중,76.49,약국,19850125.0,02-2684-3804,37.4949624,126.8307614,영업중,구로구
2711,흥부약국,서울특별시 구로구 구로동 8번지 12호 외3필지,서울특별시구로구새말로83,19860821,운영중,29.8,약국,19860821.0,02-862 -6804,37.503610200000004,126.88754469999999,영업중,구로구
2712,한솔약국,서울특별시 구로구 오류1동 34-12,서울특별시구로구경인로215,19870120,운영중,32.03,약국,19870120.0,02-2613-5613,37.49667,126.84478600000001,영업중,구로구
2713,구민옵티마약국,서울특별시 구로구 구로동 74번지 30호 현대상가 1층 3호,서울특별시구로구구로중앙로18길68,19880831,운영중,45.5,약국,19880831.0,02-866 -8758,37.4959268,126.89317179999999,영업중,구로구
2714,온누리십자당약국,서울특별시 구로구 구로동 415번지 3호,서울특별시구로구구로동로173,19890616,운영중,0.0,약국,19890616.0,02-869 -9103,37.4938964,126.88289520000001,영업중,구로구
2715,훼미리약국,서울특별시 구로구 고척동 253번지 116호,서울특별시구로구고척로139,19900501,운영중,80.44,약국,19900501.0,02-2688-0194,37.5027291,126.8492686,영업중,구로구
2716,온누리백제약국,,서울특별시구로구고척로212,19900719,운영중,65.2,약국,19900719.0,02-2619-6150,37.5052678,126.8570212,영업중,구로구
2717,명문약국,서울특별시 구로구 구로동 1124번지 1호,서울특별시구로구디지털로32길97-39,19900907,운영중,22.95,약국,19900907.0,02-855 -8732,37.48421079999999,126.9013115,영업중,구로구
2718,뿌리약국,서울특별시 구로구 구로동 1258번지 중앙유통상가 지하 c-11호,서울특별시구로구경인로53길15,19901206,운영중,32.82,약국,19901206.0,02-2687-3966,37.5010068,126.8746679,영업중,구로구
2719,바다약국,서울특별시 구로구 구로동 98번지 대림오페라타워 3층 303호,서울특별시구로구구로중앙로60,19910108,운영중,39.15,약국,19910108.0,02-869 -2485,37.4951149,126.8894202,영업중,구로구
2720,초지약국,서울특별시 구로구 구로동 497번지 5호,서울특별시구로구구로동로240,19911004,운영중,52.55,약국,19911004.0,02-866 -4098,37.4999675,126.8826973,영업중,구로구
2721,종로프라자약국,서울특별시 구로구 구로동 142번지 62호,서울특별시구로구구로중앙로17,19930617,운영중,35.7,약국,19930617.0,02-839 -7422,37.4915514,126.8915446,영업중,구로구
2722,건강약국,서울특별시 관악구 신사동 465-46,서울특별시관악구남부순환로1539,19790607,운영중,17.34,약국,19790607.0,02-855-2883,37.4833724,126.9215982,영업중,관악구
2723,신다정약국,서울특별시 관악구 낙성대동 1598-1,서울특별시관악구관악로154,19790620,운영중,26.65,약국,19790620.0,02-878-2530,37.478897700000005,126.95264270000001,영업중,관악구
2724,차약국,서울특별시 관악구 중앙동 56-98,서울특별시관악구중앙길5,19800620,운영중,18.0,약국,19800620.0,02-878-0188,37.4835828,126.9538256,영업중,관악구
2725,승일약국,서울특별시 관악구 신림동 1477번지 20호 1층,서울특별시관악구문성로93,19810415,운영중,34.5,약국,19810415.0,02-863-9605,37.4777154,126.914005,영업중,관악구
2726,태창온누리약국,서울특별시 관악구 청룡동 1572-17,서울특별시관악구쑥고개로126-1,19810502,운영중,60.48,약국,19810502.0,02-878-9905,37.4786973,126.9504668,영업중,관악구
2727,온누리대산약국,서울특별시 관악구 조원동 1655-8,서울특별시관악구시흥대로566,19820420,운영중,26.0,약국,19820420.0,02-853-4967,37.4831646,126.90236259999999,영업중,관악구
2728,온누리수경약국,서울특별시 관악구 난향동 668-4,서울특별시관악구난향길4,19820715,운영중,16.43,약국,19820715.0,02-864-7311,37.4630173,126.9186894,영업중,관악구
2729,육당약국,서울특별시 관악구 난곡동 613-11,서울특별시관악구법원단지길20,19830308,운영중,27.27,약국,19830308.0,02-853-0274,37.4740274,126.9188145,영업중,관악구
2730,광주약국,서울특별시 관악구 청림동 14-52,서울특별시관악구관악로268,19830506,운영중,37.27,약국,19830506.0,02-884-2000,37.4878929,126.95825459999999,영업중,관악구
2731,조광약국,서울특별시 관악구 청룡동 1540-41,서울특별시관악구쑥고개로70,19830506,운영중,35.28,약국,19830506.0,02-878-2291,37.4793223,126.94415929999998,영업중,관악구
2732,은하약국,서울특별시 관악구 신림동 1449-4,서울특별시관악구관천로22길27,19841204,운영중,23.92,약국,19841204.0,02-886-0790,37.488639500000005,126.92392759999998,영업중,관악구
2733,성신약국,서울특별시 관악구 청룡동 927-8,서울특별시관악구남부순환로1728,19841220,운영중,26.1,약국,19841220.0,02-878-8350,37.4821045,126.94201709999999,영업중,관악구
2734,봉천당약국,서울특별시 관악구 낙성대동 1601-28,서울특별시관악구봉천로518,19850124,운영중,24.57,약국,19850124.0,02-883-7425,37.479561,126.95560590000001,영업중,관악구
2735,우일약국,서울특별시 관악구 난곡동 637-12,서울특별시관악구난곡로24길5,19850211,운영중,21.96,약국,19850211.0,02-837-3006,37.469849100000005,126.92046640000001,영업중,관악구
2736,일광약국,서울특별시 관악구 신림동 494번지 2호,서울특별시관악구신사로20길52,19850511,운영중,24.92,약국,19850511.0,02-855-3659,37.4868485,126.9175511,영업중,관악구
2737,대림약국,서울특별시 관악구 낙성대동 1625-17,서울특별시관악구낙성대로22,19860424,운영중,17.34,약국,19860424.0,02-889-3188,37.4764875,126.9587646,영업중,관악구
2738,다정약국,서울특별시 관악구 신림동 527번지 13호 삼남빌딩 1층,서울특별시관악구남부순환로1485,20150202,운영중,21.06,약국,20150202.0,,37.4824112,126.9157155,영업중,관악구
2739,위례온누리약국,서울특별시 송파구 장지동 880번지 1호 성희프라자 109호,서울특별시송파구위례광장로199,20150108,운영중,79.86,약국,20150108.0,02-403-1515,37.482271600000004,127.14304469999999,영업중,송파구
2740,위래약국,서울특별시 송파구 삼전동 180번지 2층,서울특별시송파구백제고분로262,20150121,운영중,36.0,약국,20150121.0,02-415-8146,37.502246500000005,127.09539860000001,영업중,송파구
2741,스타약국,서울특별시 송파구 신천동 7번지 17호 한빛프라자 3층,서울특별시송파구송파대로562,20150202,운영중,22.02,약국,20150202.0,02-3434-1586,37.5152717,127.09946640000001,영업중,송파구
2742,송파제일약국,서울특별시 송파구 가락동 164번지 24호 동희빌딩 1층,서울특별시송파구동남로217,20141208,운영중,73.95,약국,20141208.0,409-6262,37.496722600000005,127.13171990000001,영업중,송파구
2743,도래약국,서울특별시 송파구 마천동 308번지 35호,서울특별시송파구마천로341,20141007,운영중,27.3,약국,20141007.0,02-2236-1470,37.4931521,127.15250230000001,영업중,송파구
2744,독수리약국,서울특별시 송파구 가락동 78번지 IT벤처타워 동관 101호 101호,서울특별시송파구중대로135,20141010,운영중,53.2,약국,20141010.0,2142-1111~2,37.4950598,127.12241159999999,영업중,송파구
2745,포도나무약국,서울특별시 송파구 가락동 95번지 1호 가락금호아파트,서울특별시송파구송파대로32길15,20141016,운영중,56.06,약국,20141016.0,406-7990,37.496144799999996,127.1163814,영업중,송파구
2746,송파중앙약국,서울특별시 송파구 방이동 65번지 5호 1층,서울특별시송파구오금로91,20140731,운영중,12.32,약국,20140731.0,02-417-0255,37.5140119,127.1076395,영업중,송파구
2747,밝은약국,서울특별시 송파구 잠실동 19번지 9호 파인애플상가 3A04호,서울특별시송파구올림픽로119,20141114,운영중,24.49,약국,20141114.0,02-422-0317,37.512046399999996,127.0841726,영업중,송파구
