,번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,약국영업면적,인허가구분명,지정일자,전화번호,위치정보(X),위치정보(Y),상세영업상태명,구별
2583,2583,온누리감초사약국,서울특별시 마포구 신공덕동 15번지 75호,서울특별시마포구백범로37길26,19710514,운영중,32.1,약국,19710514,02-712-3311,196016.5778,449415.1864,영업중,마포구
2584,2584,호산나약국,,서울특별시마포구창전로60,19730615,운영중,30,약국,19730615,02-718-7221,194069.9822,449811.1044,영업중,마포구
2585,2585,명치약국,서울특별시 마포구 신공덕동 139번지 167호,서울특별시마포구임정로15길13,19730714,운영중,15.9,약국,19730714,02-712-1678,196222.5868,449317.4534,영업중,마포구
2586,2586,독일약국,서울특별시 마포구 도화동 195번지 3호,서울특별시마포구도화4길19,19740401,운영중,23.7,약국,19740401,02-712-1853,195671.6285,449063.2195,영업중,마포구
2587,2587,근화사약국,서울특별시 마포구 공덕동 256번지 30호,서울특별시마포구만리재옛길1,19740829,운영중,71.8,약국,19740829,02-712-1725,195933.7819,449487.8487,영업중,마포구
2588,2588,정아약국,서울특별시 마포구 합정동 411번지 12호 1층,서울특별시마포구독막로43,19741228,운영중,0,약국,19741228,02-336-0486,192769.7559,449851.7518,영업중,마포구
2589,2589,부산약국,서울특별시 마포구 대흥동 258번지,서울특별시마포구백범로16길16,19750708,운영중,0,약국,19750708,02-716-5370,194889.4648,449714.7812,영업중,마포구
2590,2590,대영약국,서울특별시 마포구 성산동 137번지 24호,서울특별시마포구모래내로7길44,19751001,운영중,0,약국,19751001,02-373-3553,192103.5971,451997.3163,영업중,마포구
2591,2591,메디팜덕인약국,서울특별시 마포구 아현동 347번지 17호,서울특별시마포구신촌로232,19760428,운영중,33.6,약국,19760428,02-363-0888,195705.683,450820.2242,영업중,마포구
2592,2592,바다약국,서울특별시 마포구 성산동 232번지 4호 1층,서울특별시마포구월드컵북로69,19760907,운영중,31.96,약국,19760907,02-712-1729,192608.4954,451158.985,영업중,마포구
2593,2593,연세약국,서울특별시 마포구 서교동 454번지 2호,서울특별시마포구성미산로10길44,19780314,운영중,0,약국,19780314,02-324-2148,192500.7507,450902.5674,영업중,마포구
2594,2594,현정약국,서울특별시 마포구 연남동 227번지 37호,서울특별시마포구연희로37,19781128,운영중,25.6,약국,19781128,02-334-2552,193559.3891,451397.1343,영업중,마포구
2595,2595,메디팜신마포약국,,서울특별시마포구창전로45,19800612,운영중,35.08,약국,19800612,02-324-4625,193991.1434,449707.5353,영업중,마포구
2596,2596,한유약국,서울특별시 마포구 대흥동 267번지 1호,서울특별시마포구백범로96,19810929,운영중,24.3,약국,19810929,02-716-8330,194879.0052,449794.6486,영업중,마포구
2597,2597,대지약국,서울특별시 마포구  399번지 36호,서울특별시마포구포은로87,19811007,운영중,28.44,약국,19811007,02-324-9433,191615.3117,450592.8309,영업중,마포구
2598,2598,안생약국,서울특별시 마포구 상수동 331번지 11호,서울특별시마포구와우산로22,19820327,운영중,54,약국,19820327,02-334-3486,193208.9512,449649.2505,영업중,마포구
2599,2599,효성약국,서울특별시 마포구 성산동 223번지 3호,서울특별시마포구성미산로91,19830131,운영중,24.85,약국,19830131,02-336-1680,192722.9667,451307.1473,영업중,마포구
2600,2600,광실약국,서울특별시 마포구 도화동 6번지 삼성프라자상가  101호,서울특별시마포구도화길32,19830818,운영중,33.6,약국,19830818,02-711-3627,195545.1549,449039.4986,영업중,마포구
2601,2601,호정약국,서울특별시 마포구 공덕동 7번지 172호,서울특별시마포구효창원로243,19850401,운영중,27.84,약국,19850401,02-712-1276,196766.3249,449942.2874,영업중,마포구
2602,2602,신일약국,서울특별시 마포구 아현동 61번지 9호,서울특별시마포구손기정로54,19860327,운영중,20.52,약국,19860327,02-312-1741,196682.4839,450729.3198,영업중,마포구
2603,2603,성산연세약국,,서울특별시마포구월드컵북로38길14,19870502,운영중,38.4,약국,19870502,02-305-4490,191499.1123,452343.7208,영업중,마포구
2604,2604,옵티마강화약국,서울특별시 마포구 노고산동 57번지 26호 101호,서울특별시마포구서강로137,19870805,운영중,50.46,약국,19870805,02-337-6969,194309.0387,450573.5585,영업중,마포구
2605,2605,한미약국,서울특별시 송파구 가락동 17번지 4호 광명빌딩,서울특별시송파구오금로36길29,19891116,운영중,68.7,약국,19891116,02-448-9845,210976.1444,444633.5478,영업중,송파구
2606,2606,온누리건강약국,서울특별시 송파구 방이동 89번지 11호 올림픽프라자상가 2층 10호,서울특별시송파구양재대로1222,19900202,운영중,22.07,약국,19900202,02-449-2749,211780.3345,446337.8883,영업중,송파구
2607,2607,금수당약국,서울특별시 송파구 오금동 164번지 가락우창(아)상가 1층7호,서울특별시송파구동남로24길6,19870521,운영중,33.84,약국,19870521,02-406-2098,212186.4367,444491.6058,영업중,송파구
2608,2608,문정약국,서울특별시 송파구 문정동 31번지 금천빌딩,서울특별시송파구동남로4길25,19900326,운영중,21.9,약국,19900326,02-402-1424,211053.1608,443172.9585,영업중,송파구
2609,2609,영진약국,서울특별시 송파구 풍납동 506번지 한가람상가 102호,서울특별시송파구한가람로448,19960308,운영중,23.76,약국,19960308,02-470-9280,210234.948,448718.4238,영업중,송파구
2610,2610,이화약산온누리약국,서울특별시 송파구 송파동 142번지 9호 충북빌딩,서울특별시송파구가락로211,19901229,운영중,59.6,약국,19901229,02-419-2755,210280.6181,445340.0565,영업중,송파구
2611,2611,박순영온누리약국,서울특별시 송파구 오금동 19번지 오금대림아파트,서울특별시송파구마천로7길6,19910706,운영중,34.43,약국,19910706,02-430-3371,211311.3168,445446.6047,영업중,송파구
2612,2612,일선약국,서울특별시 송파구 석촌동 271번지,서울특별시송파구가락로11길8,19870715,운영중,20.8,약국,19870715,02-414-0847,209272.3706,444626.2876,영업중,송파구
2613,2613,거여서울약국,서울특별시 송파구 거여동 37번지 4호 101호,서울특별시송파구오금로505,20081110,운영중,52.06,약국,20081110,2043-3800,212809.5188,443760.6969,영업중,송파구
2614,2614,새건영약국,서울특별시 송파구 문정동 71번지 3호 광덕빌딩 1층,서울특별시송파구새말로8길6,20081111,운영중,42.08,약국,20081111,02-404-9960,211175.274,442537.8027,영업중,송파구
2615,2615,금강약국,서울특별시 송파구 석촌동 273번지,서울특별시송파구가락로82,19870723,운영중,30.78,약국,19870723,02-415-7014,209314.8965,444541.0785,영업중,송파구
2616,2616,방이종로약국,서울특별시 송파구 방이동 208번지 3호,서울특별시송파구마천로29,20081201,운영중,62,약국,20081201,02-3431-0440,210984.9285,445569.2166,영업중,송파구
2617,2617,성산현대약국,서울특별시 마포구 성산동 350번지 SH빌상가 101호,서울특별시마포구월드컵로205,19910810,운영중,20.7,약국,19910810,02-376-0340,191297.6405,451728.1563,영업중,마포구
2618,2618,명성약국,서울특별시 마포구 망원동 377번지 1호,서울특별시마포구월드컵로87,19920220,운영중,44.8,약국,19920220,02-332-4603,191980.6325,450775.9338,영업중,마포구
2619,2619,샘터약국,서울특별시 마포구 공덕동 9번지 1호 1층,서울특별시마포구효창원로97길10,19940719,운영중,17.2,약국,19940719,02-718-3011,196730.3951,449984.0199,영업중,마포구
2620,2620,건우약국,서울특별시 마포구 아현동 613번지 9호,서울특별시마포구마포대로205-1,19960603,운영중,28.03,약국,19960603,02-364-4520,196105.7481,450338.411,영업중,마포구
2621,2621,온누리약국,서울특별시 마포구 성산동 51번지 18호,서울특별시마포구월드컵북로126,19960604,운영중,47.87,약국,19960604,02-322-3450,192311.6835,451643.8164,영업중,마포구
2622,2622,프라자약국,서울특별시 마포구 아현동 346번지 10호,서울특별시마포구신촌로238,19961209,운영중,50.94,약국,19961209,02-365-5569,195772.0636,450825.718,영업중,마포구
2623,2623,상수약국,서울특별시 마포구 도화동 538번지,서울특별시마포구큰우물로75,19970204,운영중,28.35,약국,19970204,02-336-8271,195253.7375,449085.4262,영업중,마포구
2624,2624,토정약국,서울특별시 마포구 토정동 138번지 삼성상가 105호,서울특별시마포구토정로32길13,19971010,운영중,31.1,약국,19971010,02-3272-0608,194788.0592,448956.9958,영업중,마포구
2625,2625,지선약국,서울특별시 마포구 성산동 200번지 51호,서울특별시마포구월드컵북로185,19991111,운영중,36.54,약국,19991111,02-376-2534,191867.4271,452045.349,영업중,마포구
2626,2626,최국희약국,서울특별시 마포구 상수동 317번지 12호,서울특별시마포구독막로63,19991208,운영중,25.24,약국,19991208,02-324-5445,192977.5113,449833.8318,영업중,마포구
2627,2627,한사랑약국,서울특별시 마포구 망원동 414번지 92호 1층,서울특별시마포구망원로78,20000428,운영중,65.55,약국,20000428,02-3141-6774,191652.844,450870.0547,영업중,마포구
2628,2628,서교연세약국,서울특별시 마포구 동교동 162번지 4호 남강빌딩 1층,서울특별시마포구양화로140,20000515,운영중,43.13,약국,20000515,02-336-8126,193124.0707,450625.1815,영업중,마포구
2629,2629,연세프라자약국,서울특별시 마포구 창전동 437번지 1호 삼성아파트상가 1층,서울특별시마포구서강로97,20000812,운영중,47.82,약국,20000812,02-323-2995,194022.0686,450270.3637,영업중,마포구
2630,2630,인혜약국,서울특별시 마포구 공덕동 256번지 13호 제일빌딩 310311호,서울특별시마포구만리재로15,20000821,운영중,123,약국,20000821,02-702-2150,195825.9739,449453.5294,영업중,마포구
2631,2631,파마트엘지약국,서울특별시 마포구 동교동 165번지 8호,서울특별시마포구양화로156,20000901,운영중,35.75,약국,20000901,02-326-1678,193235.8252,450734.7246,영업중,마포구
2632,2632,중원약국,서울특별시 마포구 성산동 200번지 1호,서울특별시마포구월드컵북로190,20001004,운영중,31.16,약국,20001004,02-374-3326,191863.1082,452095.1747,영업중,마포구
2633,2633,홍익약국,,서울특별시마포구양화로136,20001016,운영중,24.92,약국,20001016,02-337-7566,193073.1024,450593.7596,영업중,마포구
2634,2634,성심약국,서울특별시 마포구 대흥동 660번지,서울특별시마포구독막로266,20001028,운영중,26.06,약국,20001028,02-707-3300,195014.601,449581.0919,영업중,마포구
2635,2635,비온뒤숲속약국,서울특별시 마포구 망원동 482번지 9호 풍성빌딩 104105호,서울특별시마포구월드컵로111,20010502,운영중,52.3,약국,20010502,02-332-3250,191858.8085,450965.5762,영업중,마포구
2636,2636,성모약국,서울특별시 마포구 염리동 154번지 8호,서울특별시마포구백범로127,20011102,운영중,19.95,약국,20011102,02-713-7854,195179.9754,449672.3736,영업중,마포구
2637,2637,메디칼약국,서울특별시 마포구 서교동 441번지 17호,서울특별시마포구월드컵로14길5,20011204,운영중,40.5,약국,20011204,02-3141-4757,192109.719,450723.7444,영업중,마포구
2638,2638,메디칼세영약국,서울특별시 마포구 망원동 474번지 1호,서울특별시마포구월드컵로159,20020418,운영중,56.7,약국,20020418,02-337-1950,191575.054,451366.073,영업중,마포구
2639,2639,아카데미약국,서울특별시 마포구 도화동 36번지 고려아카데미텔 II 205호 206호 일부,서울특별시마포구마포대로52,20020702,운영중,91.2,약국,20020702,717-2388,195374.5867,448982.4469,영업중,마포구
2640,2640,세계로약국,서울특별시 마포구 상암동 115번지 11호 1층,서울특별시마포구월드컵북로347,20110705,운영중,44.52,약국,20110705,373-0343,190567.2429,452982.8793,영업중,마포구
2641,2641,마포웰츠약국,서울특별시 마포구 신공덕동 171번지 마포KCC웰츠타워 201호,서울특별시마포구백범로202,20110824,운영중,21,약국,20110824,,195799.4467,449260.7831,영업중,마포구
2642,2642,DMC하늘약국,서울특별시 마포구 상암동 1653번지 DMC이안상암2단지 302호,서울특별시마포구월드컵북로361,20111031,운영중,43,약국,20111031,483-1457,190407.2417,453067.8887,영업중,마포구
2643,2643,상암올리브약국,서울특별시 마포구 상암동 1601번지 KGIT센터 116호,서울특별시마포구월드컵북로402,20111121,운영중,24.3,약국,20111121,359-5293,190193.7383,453400.8976,영업중,마포구
2644,2644,유명온누리약국,서울특별시 마포구 아현동 402번지 삼성래미안공덕2차 상가2동 102호,서울특별시마포구만리재옛길101-1,20111219,운영중,35.7,약국,20111219,702-7840,196600.5452,450214.9302,영업중,마포구
2645,2645,푸른약국,서울특별시 마포구 공덕동 105번지 98호,서울특별시마포구마포대로190,20120102,운영중,46.69,약국,20120102,,196096.7925,450163.5672,영업중,마포구
2646,2646,환도약국,서울특별시 마포구 망원동 438번지 21호 1층,서울특별시마포구방울내로41,20120227,운영중,45.87,약국,20120227,3144-7237,191182.8543,451060.0061,영업중,마포구
2647,2647,예진약국,서울특별시 마포구 상암동 1601번지 KGIT센터 321호,서울특별시마포구월드컵북로402,20120601,운영중,32.37,약국,20120601,6393-5507,190193.7383,453400.8976,영업중,마포구
2648,2648,메디팜대신M약국,서울특별시 송파구 가락본동 48번지 1층,서울특별시송파구송이로87,19871126,운영중,23.37,약국,19871126,02-448-1121,210681.6337,444326.9518,영업중,송파구
2649,2649,산돌약국,서울특별시 송파구 송파동 137번지 8호 보인빌딩,서울특별시송파구백제고분로46길9,19970314,운영중,25.39,약국,19970314,02-3431-9800,209932.889,445451.6147,영업중,송파구
2650,2650,아산약국,서울특별시 송파구 풍납동 259번지 8호 강진빌딩,서울특별시송파구토성로26,19970809,운영중,63.24,약국,19970809,02-483-4561,210003.1696,447888.0463,영업중,송파구
2651,2651,제일약국,서울특별시 마포구 망원동 338번지 1호 1층,서울특별시마포구포은로68,20110328,운영중,35.12,약국,20110328,336-2685,191722.1766,450419.1556,영업중,마포구
2652,2707,유풍약국,서울특별시 구로구 고척동 76번지 151호,서울특별시구로구경인로47길54,20040202,운영중,117.41,약국,20040202,02-2618-9311,188089.4822,444679.9431,영업중,구로구
2653,2652,월드약국,서울특별시 마포구 상암동 1740번지 월드컵파크프라자 209호 210호,서울특별시마포구월드컵북로502,20110413,운영중,96.13,약국,20110413,303-8533,189389.4891,453949.7944,영업중,마포구
2654,2653,세명약국,서울특별시 마포구 공덕동 404번지,서울특별시마포구마포대로127,20130401,운영중,22.3,약국,20130401,715-6290,195770.7,449632.2055,영업중,마포구
2655,2654,신촌성은약국,서울특별시 마포구 노고산동 106번지 82호 1층,서울특별시마포구서강로138,20130401,운영중,20.64,약국,20130401,717-8384,194342.8476,450517.2583,영업중,마포구
2656,2655,종오약국,서울특별시 마포구 공덕동 1번지 70호,서울특별시마포구만리재로130,20130607,운영중,33,약국,20130607,,196644.6128,450165.0147,영업중,마포구
2657,2656,하늘약국,,서울특별시마포구독막로2,20130610,운영중,,약국,20130610,,192368.5193,449889.8838,영업중,마포구
2658,2657,더블유스토어연세약국,서울특별시 마포구  57번지 4호 카리스빌딩 1층,서울특별시마포구신촌로92,20131001,운영중,73,약국,20131001,3241-4358,194316.7152,450630.1248,영업중,마포구
2659,2658,라임약국,서울특별시 마포구 대흥동 12번지 27호 이대역푸르지오시티 상가 31호,서울특별시마포구신촌로170,20131018,운영중,63,약국,20131018,703-3311,195084.6913,450759.6997,영업중,마포구
2662,2661,신영약국,서울특별시 마포구 공덕동 461번지 신영지웰 203-1호,서울특별시마포구백범로178,20140122,운영중,12.6,약국,20140122,794-3930,195588.0783,449375.6121,영업중,마포구
2663,2662,청심약국,,서울특별시마포구희우정로42-9,20140717,운영중,53,약국,20140717,,191776.881,450185.5051,영업중,마포구
2664,2663,나무약국,서울특별시 마포구 신공덕동 171번지 마포KCC웰츠타워 101호,서울특별시마포구백범로202,20140806,운영중,24.6,약국,20140806,701-7595,195799.4467,449260.7831,영업중,마포구
2666,2665,대흥온누리약국,서울특별시 마포구 대흥동 12번지 41호 이대역스타힐스 106호,서울특별시마포구신촌로160,20140919,운영중,27.63,약국,20140919,,194989.9735,450755.23,영업중,마포구
2667,2666,애오개약국,서울특별시 마포구 아현동 737번지 마포에스케이허브블루 103호,서울특별시마포구마포대로204,20141013,운영중,60.03,약국,20141013,365-0075,196159.1805,450278.7681,영업중,마포구
2669,2668,이화키즈팜약국,,서울특별시마포구마포대로195,20141016,운영중,38,약국,20141016,,195818,449944,영업중,마포구
2670,2669,자연약국,,서울특별시마포구마포대로195,20141016,운영중,37,약국,20141016,,195818,449944,영업중,마포구
2671,2670,옵티마상원약국,,서울특별시마포구월드컵로75,20141110,운영중,113.4,약국,20141110,,192061.2833,450682.405,영업중,마포구
2672,2671,유한약국,서울특별시 마포구 중동 64번지 14호 효봉상가 1층,서울특별시마포구월드컵북로236,20140303,운영중,51.48,약국,20140303,02-305-4490,191468.6306,452310.9496,영업중,마포구
2673,2672,온누리미소약국,서울특별시 마포구 합정동 426번지 8호 JH빌딩 지하 2층,서울특별시마포구월드컵로29,20140526,운영중,39.85,약국,20140526,323-4052,192235.4156,450280.9807,영업중,마포구
2674,2673,3층온누리약국,서울특별시 마포구 중동 64번지 25호 현대상가 305호,서울특별시마포구월드컵북로230,20140609,운영중,71.25,약국,20140609,306-4744,191504.2812,452293.3225,영업중,마포구
2675,2674,이화메세나약국,서울특별시 마포구 서교동 490번지 메세나폴리스몰 B105호,서울특별시마포구양화로45,20140616,운영중,30.8,약국,20140616,,192416.9856,450223.5427,영업중,마포구
2676,2675,신촌온누리약국,서울특별시 마포구 노고산동 107번지 61호 1층,서울특별시마포구백범로24,20121119,운영중,27,약국,20121119,701-8277,194437.0328,450345.6427,영업중,마포구
2677,2676,유진온누리약국,서울특별시 마포구 도화동 353번지 104호,서울특별시마포구도화4길73,20121203,운영중,24.01,약국,20121203,702-1210,195681.1212,448802.4671,영업중,마포구
2678,2677,영진약국,서울특별시 마포구 망원동 401번지 18호 1층,서울특별시마포구망원로8길67,20130227,운영중,18.75,약국,20130227,323-1114,191699.3427,450563.8696,영업중,마포구
2679,2678,드림약국,서울특별시 마포구 상암동 1605번지 누리꿈스퀘어 B1010호,서울특별시마포구월드컵북로396,20141219,운영중,30,약국,20141219,2132-8114,190312.0376,453326.8495,영업중,마포구
2680,2679,아이비약국,서울특별시 마포구 공덕동 456번지 르네상스타워 지하 1층 12호,서울특별시마포구만리재로14,20150112,운영중,16.56,약국,20150112,704-3350,195831.8838,449387.9189,영업중,마포구
2681,2680,르호봇약국,서울특별시 마포구 노고산동 57번지 39호 병우빌딩 4층,서울특별시마포구서강로133,20150303,운영중,19.9,약국,20150303,3141-7891,194280.0763,450545.0745,영업중,마포구
2682,2681,마래푸약국,서울특별시 마포구 아현동 326번지 18호 1층,서울특별시마포구신촌로34길37,20150313,운영중,35.28,약국,20150313,,196027.7734,450680.5023,영업중,마포구
2683,2682,W스토아청와약국,서울특별시 구로구 가리봉동 89번지 163호,서울특별시구로구디지털로27길109,19760722,운영중,164.49,약국,19760722,02-855 -1482,190095.1914,442797.031,영업중,구로구
2684,2683,자명약국,서울특별시 구로구 가리봉동 127번지 10호,서울특별시구로구디지털로217,19770510,운영중,0,약국,19770510,02-867 -6968,190279.3106,442268.2766,영업중,구로구
2685,2684,제생약국,서울특별시 구로구 개봉동 370번지 2호,서울특별시구로구개봉로3가길57,19780805,운영중,15.26,약국,19780805,02-2617-4570,187040.7999,442702.3025,영업중,구로구
2686,2685,원일약국,서울특별시 구로구 고척동 197번지 1호,서울특별시구로구중앙로15길29,19790404,운영중,27.81,약국,19790404,02-2612-3765,187459.489,445218.0518,영업중,구로구
2687,2686,개미프라자약국,서울특별시 구로구 구로동 412번지 6호,서울특별시구로구구로동로35길46,19800118,운영중,0,약국,19800118,02-854 -6128,189567.3107,443659.0241,영업중,구로구
2688,2687,정제약국,서울특별시 구로구 개봉동 302번지 16호,서울특별시구로구개봉로17길10,19810530,운영중,23.31,약국,19810530,02-2612-9308,187203.0377,443598.5336,영업중,구로구
2689,2688,오류중앙약국,서울특별시 구로구 오류동 40번지 4호,서울특별시구로구경인로195,20061107,운영중,39.48,약국,20061107,02-2625-3338,186102.4216,444052.7792,영업중,구로구
2690,2689,구로종로약국,서울특별시 구로구 오류동 41번지 1호,서울특별시구로구경인로193,20061110,운영중,56.09,약국,20061110,02-2688-0155,186079.7015,444045.2257,영업중,구로구
2691,2690,연세열린약국,서울특별시 구로구 개봉동 403번지 88호,서울특별시구로구개봉로23,20061113,운영중,65.72,약국,20061113,02-2683-9003,187268.58,443155.9309,영업중,구로구
2692,2691,구로사랑약국,서울특별시 구로구 고척동 76번지 23호,서울특별시구로구중앙로19,20061116,운영중,39.75,약국,20061116,02-2066-6361,187928.3228,444484.8437,영업중,구로구
2693,2692,하나온누리약국,서울특별시 구로구 오류동 152번지 12호,서울특별시구로구오류로8길20,20061201,운영중,23.27,약국,20061201,02-2611-3556,186019.5186,443531.9315,영업중,구로구
2694,2693,타워약국,서울특별시 구로구 구로동 212번지 8호,서울특별시구로구디지털로288,20070510,운영중,35.88,약국,20070510,02-868 -3878,190757.7874,442685.6843,영업중,구로구
2695,2694,하나약국,서울특별시 구로구 구로동 461번지 5호,서울특별시구로구구로동로179,20070716,운영중,30.72,약국,20070716,02-851 -9945,189612.9837,443894.9463,영업중,구로구
2696,2695,돌봄약국,서울특별시 구로구 온수동 47번지 1호,서울특별시구로구경인로31-28,20071102,운영중,34.2,약국,20071102,02-6084-9446,184523.7998,443567.3742,영업중,구로구
2697,2696,미래약국,서울특별시 구로구 구로동 704번지 7호,서울특별시구로구구로동로145-6,20080104,운영중,102.01,약국,20080104,02-852 -0270,189692.3731,443571.735,영업중,구로구
2698,2697,바른약국,서울특별시 구로구 구로동 612번지 13호 외2필지 101호,서울특별시구로구구로중앙로212,20011214,운영중,32.98,약국,20011214,02-2635-9483,189198.367,445062.0827,영업중,구로구
2699,2698,열린약국,서울특별시 구로구 고척동 253번지 194호 195,서울특별시구로구고척로142-1,20020130,운영중,97.36,약국,20020130,02-2625-6040,186722.2816,444808.4959,영업중,구로구
2700,2699,좋은약국,서울특별시 구로구 개봉동 173번지 1호,서울특별시구로구경인로40길34,20020201,운영중,28,약국,20020201,02-2615-6999,187513.9159,444002.9846,영업중,구로구
2701,2700,은성약국,서울특별시 구로구 신도림동 309번지 6호 성광메디칼빌딩 110호,서울특별시구로구신도림로19길7,20020919,운영중,58.98,약국,20020919,02-2636-9150,189785.7561,445753.7763,영업중,구로구
2702,2701,환도약국,서울특별시 구로구 구로동 685번지 70호 현대연예인@상가 101호,서울특별시구로구구일로4길46,20030228,운영중,18.97,약국,20030228,02-866 -8569,189199.6405,443764.2915,영업중,구로구
2703,2702,은하약국,서울특별시 구로구 개봉동 403번지 101호,서울특별시구로구개봉로46,20030310,운영중,36.5,약국,20030310,02-2612-5579,187307.4655,443386.2397,영업중,구로구
2704,2703,백두약국,서울특별시 구로구 오류동 155번지 8호,서울특별시구로구오류로8길26,20030314,운영중,63.54,약국,20030314,02-2689-6576,186043.4696,443548.2502,영업중,구로구
2705,2704,온누리자혜약국,서울특별시 구로구 개봉동 403번지 204호,서울특별시구로구개봉로66,20030708,운영중,17.61,약국,20030708,02-2687-2770,187286.2645,443576.2582,영업중,구로구
2706,2705,메디칼바른약국,서울특별시 구로구 구로동 553번지 7호 대영빌딩 1층,서울특별시구로구공원로7길40,20030711,운영중,48.14,약국,20030711,02-866 -1914,189999.3857,444675.7482,영업중,구로구
2707,2706,한사랑약국,서울특별시 구로구 신도림동 400번지 1호 금강리빙스텔 123호,서울특별시구로구신도림로7,20040119,운영중,34.7,약국,20040119,02-2675-1081,189139.1522,445195.2536,영업중,구로구
2708,2708,스타약국,서울특별시 구로구 구로동 603번지 9호 스타팰리스빌딩 105호,서울특별시구로구경인로572,20040211,운영중,38.51,약국,20040211,02-2678-2484,189485.2694,444877.7174,영업중,구로구
2709,2709,성심약국,서울특별시 구로구 오류동 37번지 12호,서울특별시구로구경인로205,20040326,운영중,29.19,약국,20040326,02-2687-1489,186178.2659,444095.3239,영업중,구로구
2710,2710,온수약국,서울특별시 구로구 온수동 23번지 10호,서울특별시구로구부일로1길22,19810911,운영중,44.06,약국,19810911,02-2683-0262,184153.1802,443653.3584,영업중,구로구
2711,2711,성인약국,서울특별시 구로구 개봉동 403번지 95호,서울특별시구로구개봉로9,19811016,운영중,91.5,약국,19811016,02-2682-2643,187279.8922,443019.8732,영업중,구로구
2712,2712,용해약국,서울특별시 구로구 구로동 748번지 1호,서울특별시구로구도림로29,19820925,운영중,56.55,약국,19820925,02-863 -4867,190079.8301,443076.6499,영업중,구로구
2713,2713,동해물약국,서울특별시 구로구 구로동 730번지 60호,서울특별시구로구구로동로138,19830916,운영중,123.6,약국,19830916,02-863 -5333,189767.5237,443493.1971,영업중,구로구
2714,2714,장수약국,서울특별시 구로구 고척동 46번지 25호,서울특별시구로구경인로47길94,19831206,운영중,28.26,약국,19831206,02-2683-2865,187989.735,444830.3439,영업중,구로구
2715,2715,칠성약국,서울특별시 구로구 궁동 189번지 25호,서울특별시구로구부일로15길4,19670508,운영중,25.43,약국,19670508,02-2618-6465,185357.8883,443797.393,영업중,구로구
2716,2716,신효약국,서울특별시 구로구 구로동 808번지 10호,서울특별시구로구구로동로9길9,19720425,운영중,0,약국,19720425,02-855 -5796,189817.3845,442970.5315,영업중,구로구
2717,2717,구림약국,서울특별시 구로구 가리봉동 127번지 11호,서울특별시구로구남부순환로105길52,19741202,운영중,80.57,약국,19741202,02-856 -0619,190257.6832,442253.4933,영업중,구로구
2718,2718,동성약국,서울특별시 구로구 가리봉동 123번지 49호,서울특별시구로구우마2길24,19750120,운영중,16.5,약국,19750120,02-854 -3357,190202.8754,442516.4133,영업중,구로구
2719,2719,인제약국,서울특별시 관악구 신림동 808번지 495호 인제약국,서울특별시관악구원신2길17,19680809,운영중,0,약국,19680809,02-877-8597,194049.1261,441301.0084,영업중,관악구
2720,2720,계명약국,서울특별시 관악구 청림동 10-36,서울특별시관악구청림3길15,19690203,운영중,17.52,약국,19690203,02-877-0445,196362.9867,443285.7806,영업중,관악구
2721,2721,제정약국,서울특별시 관악구 신림동 1430번지 4호 1층,서울특별시관악구신림로383,19690707,운영중,41.62,약국,19690707,02-878-4360,193649.4372,443205.1121,영업중,관악구
2722,2722,대성약국,서울특별시 관악구 청림동 13-9,서울특별시관악구청림길8,19720725,운영중,0,약국,19720725,02-877-3024,196367.9132,443197.9627,영업중,관악구
2723,2723,새시민약국,서울특별시 관악구 신림동 617번지 1호,서울특별시관악구난우길4,19721016,운영중,27.75,약국,19721016,02-856-4272,192835.8795,441556.322,영업중,관악구
2724,2724,대학당약국,서울특별시 관악구 신림동 808번지 494호,서울특별시관악구원신길2-1,19740404,운영중,0,약국,19740404,02-878-7497,194079.3325,441399.9369,영업중,관악구
2725,2725,광일약국,서울특별시 관악구 중앙동 888-30,서울특별시관악구양녕로38,19770506,운영중,16.7,약국,19770506,02-878-9588,195312.3435,442875.075,영업중,관악구
2726,2726,한국생약국,서울특별시 관악구 청룡동 1563-31,서울특별시관악구쑥고개로71,19770728,운영중,30,약국,19770728,02-878-2743,195079.6138,442244.1027,영업중,관악구
2727,2727,삼성약국,서울특별시 관악구 신원동1603-2,서울특별시관악구신원로21,19771010,운영중,23.96,약국,19771010,02-855-4158,193631.2212,442427.0202,영업중,관악구
2728,2728,관악온누리약국,서울특별시 관악구 봉천동 852번지 2호 1층,서울특별시관악구봉천로488,20140102,운영중,39.3,약국,20140102,,195923.1658,442449.3246,영업중,관악구
2729,2729,세영약국,서울특별시 관악구 신림동 527번지 3호,서울특별시관악구남부순환로1479,20140102,운영중,18.72,약국,20140102,856-2609,192476.8393,442529.7211,영업중,관악구
2730,2730,난곡프라자약국,서울특별시 관악구 신림동 726번지 1호,서울특별시관악구난곡로219,20140113,운영중,41.58,약국,20140113,852-8241,192687.6365,441609.4841,영업중,관악구
2731,2731,청춘약국,서울특별시 관악구 신림동 1411번지 28호,서울특별시관악구남부순환로1644,20140121,운영중,46.08,약국,20140121,070-7715-2828,194101.2403,442771.2968,영업중,관악구
2732,2732,정다운온누리약국,서울특별시 관악구 신림동 110번지 10호 외 1필지,서울특별시관악구신림로144,20140127,운영중,36.18,약국,20140127,6160-7828,194174.7695,441422.8846,영업중,관악구
